  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.002    0.000    1.006    0.017 __init__.py:2(<module>)
        2    0.000    0.000    0.138    0.069 __init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:20(DimensionBindError)
       12    0.000    0.000    0.020    0.002 __init__.py:2006(_by_version_descending)
      137    0.000    0.000    0.000    0.000 __init__.py:201(__init__)
      304    0.000    0.000    0.013    0.000 __init__.py:2021(_by_version)
      304    0.000    0.000    0.012    0.000 __init__.py:2027(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Integration)
      316    0.000    0.000    0.049    0.000 __init__.py:2032(find_on_path)
      230    0.000    0.000    0.002    0.000 __init__.py:2034(getLogger)
     1266    0.000    0.000    0.001    0.000 __init__.py:2044(<genexpr>)
      316    0.000    0.000    0.004    0.000 __init__.py:2052(<genexpr>)
     1558    0.001    0.000    0.003    0.000 __init__.py:2067(dist_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:207(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 __init__.py:2087(NoDists)
      950    0.000    0.000    0.000    0.000 __init__.py:2095(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
      528    0.000    0.000    0.000    0.000 __init__.py:21(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:21(verbose)
       12    0.000    0.000    0.001    0.000 __init__.py:2102(safe_listdir)
      608    0.001    0.000    0.026    0.000 __init__.py:2118(distributions_from_metadata)
        1    0.000    0.000    0.000    0.000 __init__.py:213(DuplicateLabelError)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:213(c_ubyte)
    20306    0.005    0.000    0.007    0.000 __init__.py:213(is_compiling)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2162(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2164(_TritonLibrary)
        4    0.000    0.000    0.000    0.000 __init__.py:2167(register_namespace_handler)
        4    0.000    0.000    0.000    0.000 __init__.py:2178(createLock)
      380    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       72    0.000    0.000    0.002    0.000 __init__.py:2185(_handle_ns)
        2    0.000    0.000    0.000    0.000 __init__.py:2188(_make_copy_from_view)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.009    0.009 __init__.py:22(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:220(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:2203(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:2254(declare_namespace)
      380    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
      149    0.000    0.000    0.002    0.000 __init__.py:2288(fixup_namespace_packages)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char_p)
      137    0.000    0.000    0.000    0.000 __init__.py:232(_for)
        7    0.000    0.000    0.000    0.000 __init__.py:2327(normalize_path)
        7    0.000    0.000    0.000    0.000 __init__.py:2333(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 __init__.py:234(InvalidIndexError)
   297350    0.025    0.000    0.025    0.000 __init__.py:234(is_dynamo_compiling)
     1055    0.000    0.000    0.000    0.000 __init__.py:2344(_normalize_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:236(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:236(c_void_p)
      137    0.000    0.000    0.000    0.000 __init__.py:236(matches)
       12    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
        3    0.000    0.000    0.000    0.000 __init__.py:237(is_initialized)
        5    0.000    0.000    0.003    0.001 __init__.py:2374(_make_reduction_prim)
        1    0.000    0.000    0.001    0.001 __init__.py:2385(_make_var_reduction_prim)
        2    0.000    0.000    0.000    0.000 __init__.py:2385(yield_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:24(CommError)
        1    0.000    0.000    0.000    0.000 __init__.py:24(NullFrequencyError)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
       13    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_set_platform_dir_class)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:2414(EntryPoint)
        1    0.000    0.000    0.000    0.000 __init__.py:242(DataError)
        3    0.000    0.000    0.072    0.024 __init__.py:242(_lazy_call)
        1    0.000    0.000    0.000    0.000 __init__.py:242(strict_fusion)
        1    0.000    0.000    0.000    0.000 __init__.py:243(VersionConflict)
       28    0.000    0.000    0.000    0.000 __init__.py:246(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(SpecificationError)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:254(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
      274    0.000    0.000    0.000    0.000 __init__.py:256(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:256(__init__)
      304    0.000    0.000    0.004    0.000 __init__.py:2563(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(<dictcomp>)
      304    0.000    0.000    0.005    0.000 __init__.py:2576(from_location)
      304    0.000    0.000    0.000    0.000 __init__.py:2593(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:26(InfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:263(DeferredCudaCallError)
        1    0.000    0.000    0.025    0.025 __init__.py:263(refresh)
      900    0.000    0.000    0.000    0.000 __init__.py:2635(key)
        6    0.000    0.000    0.000    0.000 __init__.py:266(_assert_pid_not_reused)
      128    0.001    0.000    0.161    0.001 __init__.py:268(_make_prim)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:274(StreamContext)
        3    0.000    0.000    0.000    0.000 __init__.py:274(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:275(ContextualVersionConflict)
      150    0.000    0.000    0.002    0.000 __init__.py:2763(_get_metadata)
      149    0.000    0.000    0.005    0.000 __init__.py:2774(activate)
        1    0.000    0.000    0.000    0.000 __init__.py:279(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 __init__.py:28(_generate_default_integrations_iterator)
      101    0.000    0.000    0.000    0.000 __init__.py:28(_running_with_deploy)
        1    0.000    0.000    0.000    0.000 __init__.py:281(EntryPoints)
      454    0.000    0.000    0.000    0.000 __init__.py:2810(__getattr__)
       32    0.000    0.000    0.001    0.000 __init__.py:282(__init__)
      149    0.000    0.000    0.001    0.000 __init__.py:2865(insert_on)
        1    0.000    0.000    0.000    0.000 __init__.py:288(DistributionNotFound)
      149    0.000    0.000    0.000    0.000 __init__.py:2891(<listcomp>)
        3    0.000    0.000    0.015    0.005 __init__.py:29(load_module)
        1    0.000    0.000    0.000    0.000 __init__.py:297(SymInt)
        1    0.000    0.000    0.000    0.000 __init__.py:297(select)
        1    0.000    0.000    0.000    0.000 __init__.py:2976(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:298(Process)
       22    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        9    0.001    0.000    1.016    0.113 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:30(context)
      925    0.001    0.000    0.204    0.000 __init__.py:30(synchronize)
        1    0.000    0.000    0.000    0.000 __init__.py:301(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:302(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3091(Requirement)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
       14    0.000    0.000    0.000    0.000 __init__.py:3143(_always_object)
        1    0.000    0.000    0.000    0.000 __init__.py:315(UnknownExtra)
       14    0.000    0.000    0.000    0.000 __init__.py:3153(_find_adapter)
      149    0.000    0.000    0.001    0.000 __init__.py:318(_from_text_for)
        4    0.000    0.000    0.000    0.000 __init__.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:32(ContextProp)
      304    0.001    0.000    0.090    0.000 __init__.py:32(message_from_string)
      286    0.000    0.000    0.001    0.000 __init__.py:320(<genexpr>)
      149    0.000    0.000    0.000    0.000 __init__.py:322(_from_text)
        1    0.000    0.000    0.000    0.000 __init__.py:322(_sanity_check)
        2    0.000    0.000    0.055    0.027 __init__.py:3225(_call_aside)
        1    0.000    0.000    0.000    0.000 __init__.py:323(ChainedAssignmentError)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(_initialize)
       14    0.000    0.000    0.000    0.000 __init__.py:3235(<genexpr>)
      286    0.000    0.000    0.001    0.000 __init__.py:324(<genexpr>)
        1    0.000    0.000    0.055    0.055 __init__.py:3242(_initialize_master_working_set)
      150    0.000    0.000    0.005    0.000 __init__.py:3268(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3282(PkgResourcesDeprecationWarning)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:33(AuthenticationError)
        1    0.000    0.000    0.000    0.000 __init__.py:33(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:33(_QEngineProp)
        5    0.000    0.000    0.000    0.000 __init__.py:33(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:33(_is_compiled)
        1    0.000    0.000    0.000    0.000 __init__.py:330(PackagePath)
        1    0.000    0.000    0.000    0.000 __init__.py:331(Version)
        2    0.000    0.000    0.001    0.000 __init__.py:332(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:334(__init__)
      288    0.000    0.000    0.000    0.000 __init__.py:335(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:34(DummyProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:34(_Tensor)
     1846    0.002    0.000    0.002    0.000 __init__.py:34(is_built)
       24    0.000    0.000    0.000    0.000 __init__.py:343(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:344(cudaStatus)
      165    0.004    0.000    0.008    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:348(_mac_os_check)
        1    0.000    0.000    0.000    0.000 __init__.py:349(CudaError)
      843    0.002    0.000    0.024    0.000 __init__.py:35(_add_op_to_registry)
        1    0.000    0.000    0.000    0.000 __init__.py:350(FileHash)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:352(_macos_vers)
        1    0.000    0.000    0.000    0.000 __init__.py:355(ELEMENTWISE_PRIM_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 __init__.py:358(DeprecatedNonAbstract)
       26    0.000    0.000    0.000    0.000 __init__.py:358(getMessage)
      304    0.000    0.000    0.005    0.000 __init__.py:359(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
      304    0.001    0.000    0.001    0.000 __init__.py:360(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:360(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 __init__.py:360(_DeviceGuard)
        2    0.000    0.000    0.000    0.000 __init__.py:360(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
      304    0.002    0.000    0.004    0.000 __init__.py:363(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:37(UsageError)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 __init__.py:372(get_build_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:373(device)
        1    0.000    0.000    0.000    0.000 __init__.py:377(Distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:379(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 __init__.py:389(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:39(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:393(device_of)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 __init__.py:399(check_sparse_tensor_invariants)
       10    0.000    0.000    0.096    0.010 __init__.py:4(<module>)
        4    0.000    0.000    0.140    0.035 __init__.py:4(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:405(IndexingError)
        1    0.000    0.000    0.000    0.000 __init__.py:41(UnsupportedError)
        1    0.000    0.000    0.000    0.000 __init__.py:41(_SupportedQEnginesProp)
        1    0.000    0.000    0.000    0.000 __init__.py:41(__sympy_debug)
        1    0.000    0.000    0.000    0.000 __init__.py:411(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:412(dev)
        1    0.000    0.000    0.000    0.000 __init__.py:413(discover)
       12    0.000    0.000    0.000    0.000 __init__.py:418(__init__)
      766    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       26    0.000    0.000    0.000    0.000 __init__.py:421(usesTime)
       12    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:426(PyperclipException)
        2    0.000    0.000    0.000    0.000 __init__.py:427(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:429(LibraryLoader)
       26    0.000    0.000    0.000    0.000 __init__.py:429(_format)
        1    0.000    0.000    0.002    0.002 __init__.py:43(_init)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        2    0.000    0.000    0.000    0.000 __init__.py:430(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:432(format)
        1    0.000    0.000    0.000    0.000 __init__.py:434(PyperclipWindowsException)
